datadate,ap,rect,xad,ob,capx,dm,che,oancf,cogs,drc,drlt,dp,ebit,ebitda,emp,gdwlia,dvt,txp,xint,intan,nopi,scstkc,ni,ib,pi,aco,lco,ao,lo,ppegt,ppent,pstkq,xrd,revt,fatl,xsga,spi,txfed,txdi,txt,at,lct,act,dlc,ceq,invt,lt,pstk,dcvt,dcpstk,txfo,dltt
1999-02-16,2317996.72294799,3525840.902144445,0.0,0.0,2037291.61942322,0.0,2482231.93615972,1450396.63790979,15113961.5947745,46498.5358639389,0.0,1849956.17204831,0.0,0.0,343,108943.684988908,0.0,0.0,335325.979788021,573929.043628297,16095.647029825,3621967.68301701,-603437.729849643,-603437.729849643,-604182.898693616,0.0,545016.49248213,0.0,525940.170076411,12384929.7374908,5399418.92654671,0.0,1204788.98693616,17897614.3283214,0.0,1845559.67586887,0.0,0.0,0.0,0.0,15011798.9462657,4405363.68868622,9035023.19940843,6889980.16514666,6589080.98595021,2894086.75622381,8377337.177717521,0.0,0.0,0.0,0.0,3397150.24279024
1999-12-31,1202479.44142746,3415599.689681926,0.0,0.0,1867956.03827256,0.0,1037236.61753297,17803.206620119,15001853.8919059,7847.94414274631,0.0,1703367.2097233,0.0,0.0,348,73538.1432635118,0.0,0.0,197143.263511766,442536.8502715288,51156.9692267908,3621967.68301701,-580093.871217998,-580093.871217998,-580239.203516938,0.0,572536.591673132,0.0,505029.738815619,13685579.2604086,5538032.58339798,0.0,769679.855184898,17349115.8520817,0.0,1982768.55443496,0.0,0.0,0.0,0.0,13556524.1789501,3335957.58986294,7572612.10240497,7562729.50607706,5845337.72950608,2854544.34962503,7667078.096715797,0.0,0.0,0.0,0.0,3778494.44013447
2000-02-25,1202479.44142746,3415599.689681926,0.0,0.0,1867956.03827256,0.0,1037236.61753297,17803.206620119,15001853.8919059,7847.94414274631,0.0,1703367.2097233,0.0,0.0,348,73538.1432635118,0.0,0.0,197143.263511766,442536.8502715288,51156.9692267908,3621967.68301701,-580093.871217998,-580093.871217998,-580239.203516938,0.0,572536.591673132,0.0,505029.738815619,13685579.2604086,5538032.58339798,0.0,769679.855184898,17349115.8520817,0.0,1982768.55443496,0.0,0.0,0.0,0.0,13556524.1789501,3335957.58986294,7572612.10240497,7562729.50607706,5845337.72950608,2854544.34962503,7667078.096715797,0.0,0.0,0.0,0.0,3778494.44013447
2001-02-22,1202479.44142746,3415599.689681926,0.0,0.0,1867956.03827256,0.0,1037236.61753297,17803.206620119,15001853.8919059,7847.94414274631,0.0,1703367.2097233,596629.49403661,2159049.52562808,348,73538.1432635118,0.0,0.0,197143.263511766,442536.8502715288,51156.9692267908,3621967.68301701,-580093.871217998,-580093.871217998,-580239.203516938,0.0,572536.591673132,0.0,505029.738815619,13685579.2604086,5538032.58339798,0.0,769679.855184898,17349115.8520817,0.0,1982768.55443496,0.0,0.0,0.0,0.0,13556524.1789501,3335957.58986294,7572612.10240497,7562729.50607706,5845337.72950608,2854544.34962503,7667078.096715797,0.0,0.0,0.0,0.0,3778494.44013447
2001-03-15,1651062.99830004,4095869.400764977,0.0,0.0,1261152.71143221,0.0,1830283.92265193,2072867.93242669,15344237.760306,49227.1504462388,0.0,1612135.90097748,596629.49403661,2159049.52562808,335,43473.3276668083,0.0,0.0,184406.468338292,560891.1687207813,34878.1109222269,3621967.68301701,428624.279643009,428624.279643009,428766.349341266,0.0,629439.798130047,0.0,496959.804504887,13509478.6421589,4931310.26136846,0.0,753466.644708882,18205450.4483638,0.0,1910766.40671483,0.0,0.0,0.0,0.0,14251934.8852529,3830554.23926902,8756465.8521037,7389258.11092223,6142738.57841054,2637879.12239694,8065936.083722908,0.0,0.0,0.0,0.0,3691823.17892053
2002-03-31,1619229.13651851,5079038.88250833,0.0,0.0,2731778.6302209,0.0,270452.929635159,681035.887791432,16321890.2501818,31725.0698671567,0.0,1585332.01829945,596629.49403661,2159049.52562808,326,758834.710577696,0.0,0.0,215230.245779258,1280652.872210099,50352.0299758815,658196.47027296,91357.6700738869,91357.6700738869,168300.837448796,0.0,405580.664982198,561507.408789863,352464.20983117,13431222.9920371,4732300.98196853,0.0,860196.966999732,19863053.0798974,0.0,2578879.59017649,-79510.1336089736,0.0,0.0,0.0,14772693.2181004,3393792.64002144,8195664.98889782,7531281.4718043,7093317.54048467,2616199.33004096,7639357.332223114,0.0,0.0,0.0,0.0,3763040.85984457
2002-05-09,1619229.13651851,5079038.88250833,0.0,0.0,2731778.6302209,0.0,270452.929635159,681035.887791432,16321890.2501818,31725.0698671567,0.0,1585332.01829945,338952.410456878,2002912.78182262,326,758834.710577696,0.0,0.0,215230.245779258,1280652.872210099,50352.0299758815,658196.47027296,91357.6700738869,91357.6700738869,168300.837448796,0.0,405580.664982198,561507.408789863,352464.20983117,13431222.9920371,4732300.98196853,0.0,860196.966999732,19863053.0798974,0.0,2578879.59017649,-79510.1336089736,0.0,0.0,0.0,14772693.2181004,3393792.64002144,8195664.98889782,7531281.4718043,7093317.54048467,2616199.33004096,7639357.332223114,0.0,0.0,0.0,0.0,3763040.85984457
2003-02-20,1250040.03801186,3859444.0983700952,0.0,0.0,1727733.65432241,0.0,1679113.43892185,1333552.40799401,17534809.1838968,31725.0698671567,0.0,1630564.72383805,338952.410456878,2002912.78182262,284,867298.842365951,0.0,0.0,263836.168864828,1537757.312676381,76505.3389391234,1430006.33531072,-908483.024822899,-908483.024822899,-1314819.32500144,0.0,422495.371767552,1005008.45245637,463965.555491562,12930689.2864136,4737396.48793411,0.0,1124842.98335541,20230013.6243737,0.0,2617769.5974198,-88660.3927892645,0.0,0.0,0.0,16191461.2325059,5169830.40373208,8908510.46708518,6419441.43984335,8139810.5615389,2961972.12232909,8051650.670967,0.0,0.0,0.0,0.0,2297948.68052756
2003-02-28,1250040.03801186,3859444.0983700952,0.0,0.0,1727733.65432241,0.0,1679113.43892185,1333552.40799401,17534809.1838968,31725.0698671567,0.0,1630564.72383805,-1180464.63555409,2002912.78182262,284,867298.842365951,0.0,0.0,263836.168864828,1537757.312676381,76505.3389391234,1430006.33531072,-908483.024822899,-908483.024822899,-1314819.32500144,0.0,422495.371767552,1005008.45245637,463965.555491562,12930689.2864136,4737396.48793411,0.0,1124842.98335541,20230013.6243737,0.0,2617769.5974198,-88660.3927892645,0.0,0.0,0.0,16191461.2325059,5169830.40373208,8908510.46708518,6419441.43984335,8139810.5615389,2961972.12232909,8051650.670967,0.0,0.0,0.0,0.0,2297948.68052756
2004-02-25,2553789.16443098,5097456.29491653,0.0,0.0,3871522.26052628,0.0,986197.553482812,678954.892339343,16585575.5139771,31725.0698671567,0.0,1727986.91808338,-1180464.63555409,2002912.78182262,276,1980259.14872322,0.0,0.0,258345.451007103,3259528.5158259,43602.6077649119,2032192.96904322,-1474858.20764815,-1474858.20764815,-2044027.96257941,0.0,750821.333351868,1648256.43531325,811553.537024423,17119629.5972977,5675580.15679951,0.0,1543921.62387578,19230229.3985182,0.0,2851921.99502356,-78095.3849789405,0.0,0.0,0.0,21813216.7377917,8858103.3528406,11152534.8628699,8298588.461057279,9307210.21281919,4543781.03810172,12506006.5249725,0.0,0.0,0.0,0.0,2672839.8559891
