Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2007-12-05,,12.111937,,,1.0,8837.0
2007-12-07,,12.081724,,,,
2008-01-17,,9.772121,,,2.0,152.0
2008-02-12,,10.486941,,,1.0,1458.0
2008-03-03,,10.587194,,,1.0,18200.0
2008-03-12,,11.140733,,,,
2008-03-17,,11.287079,,,1.0,3121.0
2008-03-20,,12.375703,,,,
2008-03-26,,12.433469,,,1.0,544.0
2008-04-07,,12.064729,,,1.0,8060.0
2008-04-08,,,,,1.0,
2008-04-09,,11.803452,,,1.0,5426.0
2008-04-16,,10.875079,,,,
2008-04-24,,10.029535,,,1.0,1800.0
2008-05-08,,9.919583,,,,
2008-05-28,,8.78933,,,2.0,965.0
2008-06-03,,8.609252,,,1.0,13600.0
2008-06-13,,7.686286,,,1.0,5417.0
2008-06-20,,6.896791,,,1.0,25000.0
2008-07-15,,5.668002,,,1.0,13235.0
2008-07-16,,5.623197,,,1.0,17226.0
2008-07-17,,5.962496,,,1.0,25000.0
2008-08-13,,6.658003,,,1.0,3500.0
2008-08-14,,6.55466,,,1.0,3600.0
2008-08-15,,6.576977,,,1.0,2900.0
2009-02-02,3.45,3.4546,3.45,,1.0,10000.0
2009-03-19,3.26,3.2583,3.26,,1.0,4522.0
2009-04-15,3.5,3.5,3.5,3.5,1.0,3052.0
