Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2007-11-05,,45.6,,,,
2007-11-09,,47.474,,,,
2007-11-14,,46.3037,,,,
2007-11-15,,43.3852,,,,
2007-11-16,,42.3512,,,,
2007-11-21,,41.67,,,,
2007-11-26,,41.1498,,,,
2007-12-03,,45.09,,,,
2008-01-08,,44.6878,,,2,102387
2008-01-23,,30.88,,,1,200
2008-03-07,,37.0,,,1,1000
2008-03-17,,36.0,,,1,7000
2008-04-16,,39.9593,,,,
2008-04-24,,38.0593,,,1,7086
2008-04-28,,39.0,,,1,182
2008-05-21,,42.4,,,1,2218
2008-05-28,,40.0382,,,2,16400
2008-05-29,,40.02,,,,
2008-06-02,,39.8868,,,,
2008-06-03,,42.8,,,1,1400
2008-06-04,,41.55,,,1,4200
2008-06-12,,39.79,,,1,1272
2008-06-13,,40.3,,,3,41772
2008-06-26,,37.2,,,1,168703
2008-07-03,,34.0,,,1,200
2008-07-09,,32.5,,,1,1272
2008-07-23,,32.5604,,,1,39400
2008-07-24,,32.6,,,1,200
2008-07-25,,32.0,,,1,3805
2008-07-29,,32.8,,,1,200
2008-07-30,,32.5,,,1,200
2008-08-08,,36.5431,,,1,200
2008-08-12,,38.5,,,1,2763
2008-08-14,,37.68,,,1,200
2008-08-21,,33.0,,,1,200
2008-09-04,,28.5,,,1,200
2008-09-12,,25.4,,,1,100
2008-09-22,,20.8,,,1,200
2008-09-30,,16.2,,,1,8500
2008-10-03,15.27,15.27,15.27,,1,500
2008-10-08,10.0,12.07,10.0,,1,200
2008-10-17,7.5,7.5,7.5,,1,200
2008-10-20,8.43,8.43,8.43,,1,26600
2008-10-22,8.71,8.7117,8.71,,1,600
2008-10-27,6.69,6.69,6.69,,1,8000
2008-10-31,9.41,9.41,9.41,,1,8000
2008-11-04,11.9,11.9,10.9,,2,8200
2008-11-05,12.05,12.05,11.34,,2,1200
2008-11-10,16.8,16.8,16.65,,2,8200
2008-11-11,16.5,16.5,16.5,,1,200
2008-11-12,15.6,15.6,15.6,,1,200
2008-11-14,15.17,15.17,15.17,,1,1395
2008-11-17,15.9,15.9,15.9,,1,200
2008-11-18,14.1,14.1,13.74,,2,16200
2008-11-21,12.2,12.2,12.2,,1,200
2008-11-27,14.85,14.85,14.85,,1,200
2008-11-28,15.56,15.56,15.56,,1,424
2008-12-01,15.9,15.9,15.9,,1,200
2008-12-02,14.0,14.0,14.0,,1,45500
2008-12-04,13.5,13.5,13.5,,1,200
2008-12-08,12.95,12.95,12.95,,1,400
2008-12-10,12.8,12.8,12.8,,1,200
2008-12-11,13.5,13.5,13.5,,1,200
2008-12-12,12.65,12.65,12.65,,1,200
2009-01-19,15.05,15.05,15.05,,1,1400
2009-01-22,14.92,14.92,14.92,,1,5000
2009-01-23,,14.96,,,,
