Date,CLOSE
1994-06-17,16.8125
1994-06-20,16.5625
1994-06-21,16.1875
1994-06-22,16.1875
1994-06-23,16.1875
1994-06-24,16.25
1994-06-28,16.125
1994-06-29,16.0625
1994-06-30,16.125
1994-07-01,16.1875
1994-07-04,16.1875
1994-07-05,16.1875
1994-07-06,16.125
1994-07-07,16.0625
1994-07-08,16.375
1994-07-11,16.375
1994-07-12,16.3125
1994-07-13,16.6875
1994-07-14,16.8125
1994-07-15,16.9375
1994-07-18,17.0
1994-07-19,17.0625
1994-07-20,17.0625
1994-07-21,16.9375
1994-07-22,16.875
1994-07-25,16.8125
1994-07-26,16.875
1994-07-27,16.75
1994-07-28,16.625
1994-07-29,16.4375
1994-08-01,16.375
1994-08-02,16.375
1994-08-03,16.3125
1994-08-04,16.4375
1994-08-05,16.625
1994-08-08,16.5625
1994-08-09,16.75
1994-08-10,16.8125
1994-08-11,16.8125
1994-08-12,16.625
1994-08-15,16.5625
1994-08-16,16.75
1994-08-17,17.0
1994-08-18,16.875
1994-08-19,16.75
1994-08-22,16.8125
1994-08-23,16.8125
1994-08-24,16.875
1994-08-25,17.1875
1994-08-26,17.0625
1994-08-31,17.4375
1994-09-01,17.3125
1994-09-02,17.25
1994-09-05,17.25
1994-09-06,17.25
1994-09-07,17.125
1994-09-08,17.125
1994-09-09,17.3125
1994-09-12,16.75
1994-09-13,16.6875
1994-09-14,16.8125
1994-09-15,16.8125
1994-09-16,17.0625
1994-09-19,17.6875
1994-09-20,18.0
1994-09-21,17.8125
1994-09-22,17.9375
1994-09-23,18.0
1994-09-26,18.0
1994-09-27,17.6875
1994-09-28,17.6875
1994-09-29,17.8125
1994-09-30,17.75
1994-10-03,17.8125
1994-10-04,17.875
1994-10-05,17.6875
1994-10-06,17.5
1994-10-07,17.4375
1994-10-10,17.5625
1994-10-11,17.625
1994-10-12,17.625
1994-10-13,17.75
1994-10-14,17.6875
1994-10-17,17.625
1994-10-18,17.5625
1994-10-19,17.5625
1994-10-20,17.5
1994-10-21,17.5
1994-10-24,17.4375
1994-10-25,17.3125
1994-10-26,17.3125
1994-10-27,17.375
1994-10-28,17.1875
1994-10-31,17.375
1994-11-01,17.3125
1994-11-02,17.1875
1994-11-03,17.0625
1994-11-04,16.9375
1994-11-07,17.0
1994-11-08,17.0
1994-11-09,17.0
1994-11-10,16.9375
1994-11-11,16.8125
1994-11-14,16.8125
1994-11-15,16.8125
1994-11-16,16.5625
1994-11-17,16.5625
1994-11-18,16.625
1994-11-21,16.625
1994-11-22,16.5
1994-11-23,16.4375
1994-11-24,16.625
1994-11-25,16.75
1994-11-28,16.6875
1994-11-29,16.625
1994-11-30,16.625
1994-12-01,16.5
1994-12-02,16.5
1994-12-05,16.625
1994-12-06,16.625
